Timestamp,Left_EE_PosX_m,Left_EE_PosY_m,Left_EE_PosZ_m,Left_EE_VelX_mps,Left_EE_VelY_mps,Left_EE_VelZ_mps,Left_J0_Abduction_rad,Left_J0_Abduction_deg,Left_J0_Abduction_vel_radps,Left_J1_Rotation_rad,Left_J1_Rotation_deg,Left_J1_Rotation_vel_radps,Left_J2_rad,Left_J2_deg,Left_J2_vel_radps,Left_J3_rad,Left_J3_deg,Left_J3_vel_radps,Left_J4_ShoulderFlexion_rad,Left_J4_ShoulderFlexion_deg,Left_J4_ShoulderFlexion_vel_radps,Left_J5_ElbowFlexion_rad,Left_J5_ElbowFlexion_deg,Left_J5_ElbowFlexion_vel_radps,Left_J6_PronoSupination_rad,Left_J6_PronoSupination_deg,Left_J6_PronoSupination_vel_radps,Left_J7_WristFlexion_rad,Left_J7_WristFlexion_deg,Left_J7_WristFlexion_vel_radps,Frequency_Hz,State
2026-02-24 15:25:29.601,-0.3253248333930969,-0.5330150723457336,-0.10840345174074173,0.0007384374039247632,-0.0003812210343312472,0.00022009143140166998,-0.37471306,-21.469477,0.001591492,0.1339099,7.672472,0.0011200301,-0.1339099,-7.672472,-0.0011200301,0.1339099,7.672472,0.0011200301,-0.0022024517,-0.12619118,-0.00013715155,-1.2177032,-69.76926,-0.0004201278,-0.49963647,-28.627062,3.658707E-05,-0.53526646,-30.668509,-0.0010068889,7,START
2026-02-24 15:25:29.622,-0.32533156871795654,-0.5330159068107605,-0.108387291431427,-8.59916617628187E-05,-0.00014271998952608556,0.0007500081555917859,-0.3747206,-21.46991,9.486582E-05,0.13394433,7.674445,0.0016647449,-0.13394433,-7.674445,-0.0016647449,0.13394433,7.674445,0.0016647449,-0.0022265916,-0.1275743,-0.0010270977,-1.2177093,-69.76961,-0.00045951075,-0.49944797,-28.61626,0.007904288,-0.5352438,-30.667212,0.0005502038,7,START
2026-02-24 15:25:29.638,-0.3253495395183563,-0.533008337020874,-0.10838843882083893,-0.0008516109664924443,0.00036643294151872396,-6.0098049289081246E-05,-0.37475616,-21.471947,-0.0015936639,0.13393296,7.673794,-3.066479E-05,-0.13393296,-7.673794,3.066479E-05,0.13393296,7.673794,-3.066479E-05,-0.0022224195,-0.12733527,0.00015672986,-1.2177141,-69.769875,-0.00010143602,-0.4993403,-28.610092,0.0070334217,-0.5352337,-30.666632,0.0005909212,7,START
2026-02-24 15:25:29.654,-0.32536062598228455,-0.5330109000205994,-0.10836558789014816,-0.0007283724844455719,2.0925059288856573E-05,0.0008272159029729664,-0.37478247,-21.473454,-0.0016522823,0.13390796,7.672361,-0.0014406969,-0.13390796,-7.672361,0.0014406969,0.13390796,7.672361,-0.0014406969,-0.0022395914,-0.12831914,-0.00040996776,-1.2177589,-69.772446,-0.0020589675,-0.4992023,-28.602186,0.007597402,-0.53520745,-30.665129,0.0010043302,7,START
2026-02-24 15:25:29.686,-0.32538968324661255,-0.532988429069519,-0.10840581357479095,-0.000645861029624939,0.0004834746941924095,-0.0008732274291105568,-0.37483984,-21.476742,-0.0013884967,0.13387753,7.6706176,-0.0012941671,-0.13387753,-7.6706176,0.0012941671,0.13387753,7.6706176,-0.0012941671,-0.0021880325,-0.12536503,0.0011950453,-1.2177247,-69.770485,0.0005680737,-0.49922967,-28.603754,-0.001558153,-0.5352722,-30.668837,-0.0015258588,7,START
2026-02-24 15:25:29.702,-0.32538968324661255,-0.532988429069519,-0.10840581357479095,-0.000645861029624939,0.0004834746941924095,-0.0008732274291105568,-0.37483984,-21.476742,-0.0013884967,0.13387753,7.6706176,-0.0012941671,-0.13387753,-7.6706176,0.0012941671,0.13387753,7.6706176,-0.0012941671,-0.0021880325,-0.12536503,0.0011950453,-1.2177247,-69.770485,0.0005680737,-0.49922967,-28.603754,-0.001558153,-0.5352722,-30.668837,-0.0015258588,7,START
2026-02-24 15:25:29.718,-0.3253973126411438,-0.5329872965812683,-0.10839761793613434,-0.0003455666883382946,0.00015019606507848948,1.0464266779308673E-05,-0.3748447,-21.47702,-0.00032589806,0.13393027,7.6736393,0.0017165488,-0.13393027,-7.6736393,-0.0017165488,0.13393027,7.6736393,0.0017165488,-0.0021970065,-0.1258792,-3.0598087E-05,-1.2177323,-69.77092,0.000107921594,-0.49920547,-28.602367,0.00023536647,-0.5352358,-30.666754,0.0010071766,7,START
2026-02-24 15:25:29.733,-0.3253973126411438,-0.5329844951629639,-0.10840842872858047,-8.815295586828142E-05,0.00021115419804118574,-0.0006929271039552987,-0.37484297,-21.476921,8.826112E-06,0.13393539,7.6739326,0.00064416946,-0.13393539,-7.6739326,-0.00064416946,0.13393539,7.6739326,0.00064416946,-0.0021835777,-0.12510979,0.00092850276,-1.2177216,-69.77031,0.00057083956,-0.49923426,-28.604017,-0.0012625459,-0.53522533,-30.666153,0.00021453606,7,START
2026-02-24 15:25:29.761,-0.32543036341667175,-0.5329574942588806,-0.10845249146223068,-0.0012739184312522411,0.0007093956228345633,-0.0005241572507657111,-0.37490606,-21.480536,-0.0023184966,0.13391916,7.673003,0.00030189552,-0.13391916,-7.673003,-0.00030189552,0.13391916,7.673003,0.00030189552,-0.002143398,-0.12280766,0.000346181,-1.2176517,-69.766304,0.0011084134,-0.49928668,-28.60702,0.0007097341,-0.53522515,-30.666143,-6.0709017E-06,7,START
2026-02-24 15:25:29.791,-0.32542774081230164,-0.532975435256958,-0.1083914116024971,-0.0002180510200560093,-0.0005146842449903488,0.0021650728303939104,-0.37489912,-21.480137,-0.00024317685,0.13394848,7.6746826,0.0014997143,-0.13394848,-7.6746826,-0.0014997143,0.13394848,7.6746826,0.0014997143,-0.0022098846,-0.12661706,-0.002239518,-1.2177274,-69.770645,-0.0028850923,-0.49921206,-28.602745,0.0035529959,-0.5352134,-30.66547,0.000471138,7,START
2026-02-24 15:25:29.807,-0.32543861865997314,-0.5329744219779968,-0.10838066041469574,-0.0005835791234858334,1.336320292466553E-05,0.0007915433961898088,-0.3749183,-21.481237,-0.0009958105,0.13395604,7.675116,0.0007112717,-0.13395604,-7.675116,-0.0007112717,0.13395604,7.675116,0.0007112717,-0.0022157913,-0.1269555,-0.0007107302,-1.2177517,-69.77203,-0.0012547979,-0.49920726,-28.602468,0.0014929271,-0.5352076,-30.665138,0.00047288375,7,START
2026-02-24 15:25:29.822,-0.32546311616897583,-0.5329654216766357,-0.10837598890066147,-0.001175731304101646,0.00035896708141081035,0.00046453028335236013,-0.37496066,-21.483664,-0.0019811927,0.13397628,7.6762757,0.0012864578,-0.13397628,-7.6762757,-0.0012864578,0.13397628,7.6762757,0.0012864578,-0.0022197107,-0.12718005,-0.00038269628,-1.217759,-69.77245,-0.00076001184,-0.49922487,-28.60348,-0.0008862326,-0.53522235,-30.665981,-0.00045443143,7,START
2026-02-24 15:25:29.838,-0.32548773288726807,-0.5329563617706299,-0.10836620628833771,-0.0014372640289366245,0.0005024843849241734,0.0005984699819236994,-0.3750086,-21.48641,-0.0027244536,0.13397446,7.6761713,0.00023520134,-0.13397446,-7.6761713,-0.00023520134,0.13397446,7.6761713,0.00023520134,-0.002242571,-0.12848985,-0.0011832647,-1.2177478,-69.77181,0.00027989797,-0.49930137,-28.607862,-0.0036357313,-0.5352183,-30.66575,-0.00024195631,7,START
2026-02-24 15:25:29.854,-0.3255035877227783,-0.5329397916793823,-0.10839772969484329,-0.001071300939656794,0.0008290630066767335,-0.0011212595272809267,-0.3750416,-21.488302,-0.0021207118,0.13395174,7.6748695,-0.0007015878,-0.13395174,-7.6748695,0.0007015878,0.13395174,7.6748695,-0.0007015878,-0.0022192607,-0.12715428,0.00060792913,-1.217688,-69.76838,0.0025602577,-0.49931023,-28.60837,-0.0017798092,-0.53522724,-30.666262,-0.00032966,7,START
2026-02-24 15:25:29.885,-0.3255354166030884,-0.5329314470291138,-0.10835300385951996,-0.0008406481356360018,4.773775799549185E-05,0.0019247698364779353,-0.37510335,-21.491838,-0.0017289683,0.13397841,7.676398,0.00053389877,-0.13397841,-7.676398,-0.00053389877,0.13397841,7.676398,0.00053389877,-0.002332022,-0.13361502,-0.004093951,-1.2176198,-69.76447,0.001444427,-0.49938196,-28.612478,0.000463751,-0.5352059,-30.66504,0.00055633264,7,START
2026-02-24 15:25:29.901,-0.3255564570426941,-0.5329186320304871,-0.10834849625825882,-0.0012151403352618217,0.0005685738869942725,0.000865315436385572,-0.37513888,-21.493876,-0.002197748,0.13401785,7.6786575,0.0016694035,-0.13401785,-7.6786575,-0.0016694035,0.13401785,7.6786575,0.0016694035,-0.0023822265,-0.13649152,-0.003538018,-1.2175363,-69.7597,0.0039873836,-0.49949884,-28.619177,-0.0047595412,-0.5352533,-30.667755,-0.001576895,7,START
2026-02-24 15:25:29.917,-0.3255811929702759,-0.5329135656356812,-0.10830599814653397,-0.0015559170860797167,0.000428039173129946,0.0021876657847315073,-0.37518856,-21.496721,-0.0029917373,0.13403487,7.6796327,0.0015304623,-0.13403487,-7.6796327,-0.0015304623,0.13403487,7.6796327,0.0015304623,-0.002485177,-0.14239016,-0.0057029454,-1.2174801,-69.75647,0.0037079796,-0.4994691,-28.617472,-0.00029753664,-0.5352709,-30.668766,-0.0011335874,7,START
2026-02-24 15:25:29.933,-0.32559165358543396,-0.532908022403717,-0.10826823860406876,-0.0005884833517484367,4.836862353840843E-05,0.0020635067485272884,-0.37520605,-21.497723,-0.0011024924,0.13409571,7.6831183,0.0018663759,-0.13409571,-7.6831183,-0.0018663759,0.13409571,7.6831183,0.0018663759,-0.002628451,-0.15059915,-0.0055164183,-1.2173281,-69.747765,0.0037823126,-0.49960518,-28.625269,-0.0037198658,-0.5353095,-30.670975,-0.0007917331,7,START
2026-02-24 15:25:29.965,-0.3256058096885681,-0.5329108834266663,-0.10821675509214401,-0.0007245689630508423,-9.050244261743501E-05,0.0027028110343962908,-0.37523603,-21.499441,-0.001531372,0.13411163,7.6840305,0.0010856205,-0.13411163,-7.6840305,-0.0010856205,0.13411163,7.6840305,0.0010856205,-0.0027326078,-0.15656689,-0.006051542,-1.2172996,-69.74613,0.0026274533,-0.49960187,-28.625078,-0.00060468196,-0.5352965,-30.67023,0.00016710146,7,START
2026-02-24 15:25:29.981,-0.3256281316280365,-0.5329002737998962,-0.10819939523935318,-0.0010913130827248096,0.00037811099900864065,0.0016345438780263066,-0.37528437,-21.50221,-0.0023303875,0.13410272,7.68352,0.00023848008,-0.13410272,-7.68352,-0.00023848008,0.13410272,7.68352,0.00023848008,-0.002804849,-0.16070601,-0.005075018,-1.2172192,-69.74152,0.004293032,-0.49960342,-28.625168,-0.00051042135,-0.5353288,-30.672081,-0.0015661536,7,START
2026-02-24 15:25:30.007,-0.32565951347351074,-0.5329044461250305,-0.10807964205741882,-0.0009228192502632737,-1.3501346984412521E-05,0.0026766937226057053,-0.3753602,-21.506556,-0.0021139192,0.13410246,7.683505,-7.4942E-05,-0.13410246,-7.683505,7.4942E-05,0.13410246,7.683505,-7.4942E-05,-0.0030752243,-0.17619738,-0.005918434,-1.2171009,-69.73474,0.0024021582,-0.49950424,-28.619486,0.0015634517,-0.5353113,-30.671078,0.00016154075,7,START
2026-02-24 15:25:30.024,-0.32565951347351074,-0.5329044461250305,-0.10807964205741882,-0.0009228192502632737,-1.3501346984412521E-05,0.0026766937226057053,-0.3753602,-21.506556,-0.0021139192,0.13410246,7.683505,-7.4942E-05,-0.13410246,-7.683505,7.4942E-05,0.13410246,7.683505,-7.4942E-05,-0.0030752243,-0.17619738,-0.005918434,-1.2171009,-69.73474,0.0024021582,-0.49950424,-28.619486,0.0015634517,-0.5353113,-30.671078,0.00016154075,7,START
2026-02-24 15:25:30.039,-0.3256894052028656,-0.532897412776947,-0.10804767906665802,-0.0015671072760596871,0.0003690026351250708,0.001873351982794702,-0.37543213,-21.510677,-0.0036217056,0.13403969,7.6799083,-0.0022659719,-0.13403969,-7.6799083,0.0022659719,0.13403969,7.6799083,-0.0022659719,-0.003140451,-0.17993459,-0.0040921047,-1.2170857,-69.73388,0.0014765731,-0.49943784,-28.61568,0.0021814378,-0.5352775,-30.669142,0.0012499188,7,START
2026-02-24 15:25:30.055,-0.325692355632782,-0.5328851342201233,-0.10807840526103973,-0.0006528556696139276,0.0005984469898976386,-0.00047861316124908626,-0.3754389,-21.511065,-0.0014745478,0.1340323,7.679485,-0.00082485407,-0.1340323,-7.679485,0.00082485407,0.1340323,7.679485,-0.00082485407,-0.0031301465,-0.17934419,-0.0012068634,-1.2170027,-69.72912,0.0038898676,-0.49951357,-28.62002,-0.0016322309,-0.53530216,-30.670555,-0.0005058805,7,START
2026-02-24 15:25:30.087,-0.3257131278514862,-0.5328822731971741,-0.10804228484630585,-0.00011344673839630559,-0.00025065659428946674,0.0012775957584381104,-0.37548384,-21.51364,-0.00032587367,0.13402523,7.67908,-2.404725E-05,-0.13402523,-7.67908,2.404725E-05,0.13402523,7.67908,-2.404725E-05,-0.0032059455,-0.18368715,-0.0018732955,-1.2169784,-69.72773,-0.00068466464,-0.49941877,-28.614588,0.0057785623,-0.5353096,-30.670982,0.0006323276,7,START
2026-02-24 15:25:30.103,-0.32570981979370117,-0.5328784584999084,-0.10805662721395493,8.239768794737756E-05,8.586983312852681E-05,-0.00014842356904409826,-0.37548155,-21.513508,-0.00012755598,0.13400456,7.677896,-0.0012629787,-0.13400456,-7.677896,0.0012629787,0.13400456,7.677896,-0.0012629787,-0.003202249,-0.18347536,-0.0005876758,-1.2169384,-69.72543,0.0015678487,-0.49946478,-28.617224,-0.0009903592,-0.5353285,-30.672064,-0.000751011,7,START
2026-02-24 15:25:30.119,-0.32570981979370117,-0.5328784584999084,-0.10805662721395493,8.239768794737756E-05,8.586983312852681E-05,-0.00014842356904409826,-0.37548155,-21.513508,-0.00012755598,0.13400456,7.677896,-0.0012629787,-0.13400456,-7.677896,0.0012629787,0.13400456,7.677896,-0.0012629787,-0.003202249,-0.18347536,-0.0005876758,-1.2169384,-69.72543,0.0015678487,-0.49946478,-28.617224,-0.0009903592,-0.5353285,-30.672064,-0.000751011,7,START
2026-02-24 15:25:30.135,-0.32570382952690125,-0.5328684449195862,-0.10810065269470215,0.00019967570551671088,0.0004908035043627024,-0.0019474748987704515,-0.37546706,-21.512678,0.00037318747,0.13400958,7.6781836,-0.0004765602,-0.13400958,-7.6781836,0.0004765602,0.13400958,7.6781836,-0.0004765602,-0.0031576771,-0.18092157,0.0017655184,-1.2168761,-69.72187,0.003116967,-0.49960858,-28.625463,-0.0065117744,-0.53535914,-30.67382,-0.0012968422,6,START
2026-02-24 15:25:30.166,-0.3257027268409729,-0.5328813791275024,-0.10804946720600128,4.495706525631249E-05,-0.00030361759127117693,0.001155584934167564,-0.3754715,-21.512932,-9.409649E-05,0.13399652,7.677435,-0.0004709903,-0.13399652,-7.677435,0.0004709903,0.13399652,7.677435,-0.0004709903,-0.0032283342,-0.18496993,-0.0015764369,-1.2169126,-69.72396,-0.00086833455,-0.4995065,-28.619616,0.004623129,-0.5353111,-30.671068,0.0013079528,6,START
2026-02-24 15:25:30.182,-0.32569587230682373,-0.5328877568244934,-0.10803627967834473,2.4530443624826148E-05,-0.00024522433523088694,0.0009339444804936647,-0.37545058,-21.511734,0.0003562907,0.13404337,7.680119,0.0019936324,-0.13404337,-7.680119,-0.0019936324,0.13404337,7.680119,0.0019936324,-0.003243392,-0.18583268,-0.0011702175,-1.2169256,-69.7247,-0.00078558765,-0.49953407,-28.621195,0.00048027028,-0.53532416,-30.671816,-0.00018353712,6,START
2026-02-24 15:25:30.198,-0.3256962299346924,-0.5328912138938904,-0.10802119970321655,3.238240606151521E-05,-0.00031545126694254577,0.0012101741740480065,-0.3754446,-21.51139,0.00048815974,0.13408487,7.682497,0.0027261197,-0.13408487,-7.682497,-0.0027261197,0.13408487,7.682497,0.0027261197,-0.003263058,-0.18695945,-0.0015352882,-1.2169363,-69.72532,-0.00097443187,-0.49952352,-28.62059,0.0012062171,-0.53534466,-30.67299,-0.00042197725,6,START
2026-02-24 15:25:30.213,-0.3256797790527344,-0.5328978300094604,-0.10801553726196289,0.0007185864960774779,-0.0004377970763016492,0.0008388344431295991,-0.37541914,-21.509932,0.0012777668,0.13406432,7.6813197,0.00021154231,-0.13406432,-7.6813197,-0.00021154231,0.13406432,7.6813197,0.00021154231,-0.0032870213,-0.18833245,-0.0017862862,-1.2169102,-69.72382,0.0006325331,-0.49953333,-28.621151,0.00045969928,-0.5353408,-30.672768,4.955473E-05,6,START
2026-02-24 15:25:30.249,-0.3256940543651581,-0.5329026579856873,-0.1079665794968605,-0.0006835820968262851,0.00012651823635678738,0.0008047267328947783,-0.37544677,-21.511515,-0.0013964325,0.13408397,7.6824455,-0.0001547182,-0.13408397,-7.6824455,0.0001547182,0.13408397,7.6824455,-0.0001547182,-0.0033638065,-0.19273192,-0.0014082334,-1.2169259,-69.72472,1.4347806E-06,-0.49933597,-28.609844,0.0060232007,-0.53528607,-30.669634,0.0008197581,6,START
2026-02-24 15:25:30.261,-0.3256940543651581,-0.5329026579856873,-0.1079665794968605,-0.0006835820968262851,0.00012651823635678738,0.0008047267328947783,-0.37544677,-21.511515,-0.0013964325,0.13408397,7.6824455,-0.0001547182,-0.13408397,-7.6824455,0.0001547182,0.13408397,7.6824455,-0.0001547182,-0.0033638065,-0.19273192,-0.0014082334,-1.2169259,-69.72472,1.4347806E-06,-0.49933597,-28.609844,0.0060232007,-0.53528607,-30.669634,0.0008197581,6,START
2026-02-24 15:25:30.277,-0.32569196820259094,-0.5329020023345947,-0.10797138512134552,-0.00017981651762966067,0.00013829543604515493,-0.0001284146128455177,-0.37544227,-21.511257,-0.00034941162,0.13408603,7.682564,-1.3400397E-05,-0.13408603,-7.682564,1.3400397E-05,0.13408603,7.682564,-1.3400397E-05,-0.003360256,-0.1925285,-0.000100967096,-1.2169164,-69.724174,0.00062484137,-0.49935672,-28.611032,0.00094735436,-0.5353252,-30.671877,-0.0011720674,6,START
2026-02-24 15:25:30.293,-0.32571277022361755,-0.5328885316848755,-0.10798581689596176,-0.0008904853602871299,0.0006035984843038023,-0.0006850373465567827,-0.37548202,-21.513535,-0.0017339676,0.13408025,7.6822324,-0.00041627433,-0.13408025,-7.6822324,0.00041627433,0.13408025,7.6822324,-0.00041627433,-0.0033507766,-0.19198535,0.00039727477,-1.2168865,-69.722466,0.0015148759,-0.49937162,-28.611887,-0.0012877556,-0.53534114,-30.672789,-0.0013389628,6,START
2026-02-24 15:25:30.325,-0.3257274925708771,-0.5328826308250427,-0.10798303037881851,-0.00027265737298876047,0.00015537980652879924,-6.0366342950146645E-05,-0.37551287,-21.515303,-0.0006249894,0.13406545,7.6813846,-0.0005371048,-0.13406545,-7.6813846,0.0005371048,0.13406545,7.6813846,-0.0005371048,-0.003357942,-0.19239591,-0.00015680378,-1.2168828,-69.72225,0.00047825405,-0.49941215,-28.614208,-0.0035898983,-0.5353472,-30.673138,-0.00035183015,6,START
2026-02-24 15:25:30.341,-0.3257213234901428,-0.5328848361968994,-0.10797873884439468,0.0002021243708441034,-6.4173735154327E-05,0.00017248009680770338,-0.37550324,-21.514751,0.00027267376,0.13406177,7.681174,-0.00027804056,-0.13406177,-7.681174,0.00027804056,0.13406177,7.681174,-0.00027804056,-0.0033769158,-0.19348302,-0.0008144087,-1.2168609,-69.72099,0.0009750257,-0.49947026,-28.617538,-0.0042397734,-0.535354,-30.673527,-0.00038540503,6,START
2026-02-24 15:25:30.357,-0.32570135593414307,-0.5328869819641113,-0.10799754410982132,0.0006176781025715172,6.0652262618532404E-05,-0.0008951054187491536,-0.3754561,-21.51205,0.0015369899,0.13411091,7.6839895,0.0019642876,-0.13411091,-7.6839895,-0.0019642876,0.13411091,7.6839895,0.0019642876,-0.003365664,-0.19283834,0.00034663948,-1.216817,-69.71848,0.0024342025,-0.4995499,-28.6221,-0.0054604225,-0.5353663,-30.67423,-0.0007638503,6,START
2026-02-24 15:25:30.372,-0.3256944715976715,-0.5328893661499023,-0.10799489170312881,0.0006992379203438759,-0.00016875844448804855,-0.00021852049394510686,-0.3754464,-21.511496,0.0013477646,0.13409905,7.6833096,0.00034405716,-0.13409905,-7.6833096,-0.00034405716,0.13409905,7.6833096,0.00034405716,-0.0033801293,-0.19366714,-0.00035640216,-1.2167987,-69.71743,0.0014365885,-0.49962097,-28.626173,-0.0057433434,-0.5353646,-30.674133,-4.9473918E-05,6,START
2026-02-24 15:25:30.394,-0.325686514377594,-0.532890796661377,-0.10799801349639893,0.0005826974520459771,-9.966086508939043E-05,-0.00029236378031782806,-0.37544298,-21.5113,0.0006971432,0.13404082,7.679973,-0.001952852,-0.13404082,-7.679973,0.001952852,0.13404082,7.679973,-0.001952852,-0.0033877608,-0.1941044,-0.00032867765,-1.2167764,-69.71615,0.0015188281,-0.49963486,-28.626968,-0.00251815,-0.53537476,-30.674715,-0.0005251409,6,START
2026-02-24 15:25:30.426,-0.32564404606819153,-0.5329172611236572,-0.10797211527824402,0.0007037497707642615,-0.0005553725641220808,0.0008455528295598924,-0.37539107,-21.508324,0.0006018014,0.13389838,7.671812,-0.0036045522,-0.13389838,-7.671812,0.0036045522,0.13389838,7.671812,-0.0036045522,-0.0034075282,-0.19523698,-0.00079389976,-1.2168322,-69.719345,-0.001486735,-0.4996167,-28.625929,0.0012403163,-0.53536415,-30.674107,0.0006668156,6,START
2026-02-24 15:25:30.442,-0.32563072443008423,-0.5329269170761108,-0.10795857757329941,0.0008933251374401152,-0.0006315134232863784,0.0008497652015648782,-0.3753804,-21.507713,0.0008835661,0.1338261,7.667671,-0.003975639,-0.1338261,-7.667671,0.003975639,0.1338261,7.667671,-0.003975639,-0.0034216905,-0.19604842,-0.00085494464,-1.2168539,-69.72059,-0.0014013633,-0.499608,-28.625431,0.001615263,-0.5353625,-30.674011,0.0002528503,6,START
2026-02-24 15:25:30.458,-0.3256286382675171,-0.5329305529594421,-0.1079554557800293,0.0003408597258385271,-0.0003310387546662241,0.00040749990148469806,-0.37538642,-21.508059,-0.000101038815,0.13376842,7.6643662,-0.004021596,-0.13376842,-7.6643662,0.004021596,0.13376842,7.6643662,-0.004021596,-0.0034093119,-0.19533919,0.00012248504,-1.216891,-69.722725,-0.001800161,-0.49950635,-28.619606,0.004146104,-0.535372,-30.674557,-0.00047975997,6,START
2026-02-24 15:25:30.473,-0.32563573122024536,-0.5329340100288391,-0.10792198777198792,-0.00023543664428871125,-0.00019165246339980513,0.001388655393384397,-0.375409,-21.509352,-0.0011151221,0.13373896,7.6626782,-0.0028163416,-0.13373896,-7.6626782,0.0028163416,0.13373896,7.6626782,-0.0028163416,-0.0034713442,-0.19889338,-0.0024028332,-1.2168854,-69.722404,-0.00017407261,-0.499534,-28.621191,-3.500093E-05,-0.53536874,-30.67437,7.259901E-05,6,START
2026-02-24 15:25:30.505,-0.32568517327308655,-0.5329119563102722,-0.10789743810892105,-0.001419909531250596,0.0006174391601234674,0.0009087141952477396,-0.375525,-21.515997,-0.0035306304,0.13365057,7.6576138,-0.0033955886,-0.13365057,-7.6576138,0.0033955886,0.13365057,7.6576138,-0.0033955886,-0.003571263,-0.2046183,-0.0034677265,-1.2167798,-69.71635,0.0034590908,-0.49958488,-28.624105,0.0005262484,-0.5353533,-30.673485,0.00059164874,6,START
2026-02-24 15:25:30.521,-0.325713574886322,-0.5329062938690186,-0.10784731805324554,-0.0015873918309807777,0.0003500163438729942,0.002627490321174264,-0.37560195,-21.520407,-0.0042914585,0.13356583,7.652758,-0.004777448,-0.13356583,-7.652758,0.004777448,0.13356583,7.652758,-0.004777448,-0.0036945592,-0.21168265,-0.006583813,-1.2167149,-69.71262,0.0036203044,-0.49960354,-28.625175,0.0004020628,-0.53531235,-30.671139,0.0020827714,6,START
2026-02-24 15:25:30.537,-0.32573649287223816,-0.5329035520553589,-0.10779472440481186,-0.0014104677829891443,0.0001906775578390807,0.0030720559880137444,-0.3756719,-21.524414,-0.0042416225,0.13346502,7.6469827,-0.006006195,-0.13346502,-7.6469827,0.006006195,0.13346502,7.6469827,-0.006006195,-0.0038216114,-0.2189622,-0.0074378112,-1.2166518,-69.709015,0.0037123694,-0.49957868,-28.62375,0.0008224649,-0.5353034,-30.670628,0.0012811669,6,START
2026-02-24 15:25:30.553,-0.3257601261138916,-0.5328996777534485,-0.10774727910757065,-0.0015081162564456463,0.0003044427721761167,0.0027780451346188784,-0.37573534,-21.52805,-0.004103091,0.13340168,7.643353,-0.004430331,-0.13340168,-7.643353,0.004430331,0.13340168,7.643353,-0.004430331,-0.003937158,-0.22558253,-0.006998761,-1.2165917,-69.705574,0.0039309994,-0.4996441,-28.627499,-0.0032525135,-0.53531146,-30.671087,8.177465E-05,6,START
2026-02-24 15:25:30.585,-0.3257787227630615,-0.532903254032135,-0.10764983296394348,-0.0007165078422985971,-0.00016040480113588274,0.0034950142726302147,-0.37579334,-21.531372,-0.002149398,0.13336089,7.6410165,-0.0015219541,-0.13336089,-7.6410165,0.0015219541,0.13336089,7.6410165,-0.0015219541,-0.0041819615,-0.23960875,-0.008306817,-1.2164495,-69.697426,0.0041838433,-0.49957326,-28.62344,0.00095197925,-0.53531915,-30.671528,-0.0005092391,6,START
